"customer_id","r_score","fm_score","rfm_segment"
"16462",3,2,"23"
"15264",3,2,"23"
"16025",2,2,"22"
"12491",3,2,"23"
"13369",5,2,"25"
"15837",3,2,"23"
"16149",1,2,"21"
"13602",3,2,"23"
"16903",2,2,"22"
"14819",3,2,"23"
"15121",3,2,"23"
"12703",3,2,"23"
"17140",5,2,"25"
"14495",3,2,"23"
"16836",3,2,"23"
"14747",5,2,"25"
"18108",5,2,"25"
"13279",3,2,"23"
"17492",5,2,"25"
"16586",5,2,"25"
"13519",3,2,"23"
"13573",3,2,"23"
"13974",3,2,"23"
"12795",2,2,"22"
"14501",3,2,"23"
"12492",3,2,"23"
"14777",1,2,"21"
"17580",5,2,"25"
"13189",2,2,"22"
"14784",2,2,"22"
"15163",2,2,"22"
"16690",3,2,"23"
"17701",5,2,"25"
"15450",2,2,"22"
"15894",5,2,"25"
"12740",3,2,"23"
"14479",5,2,"25"
"17254",1,2,"21"
"12792",5,2,"25"
"18071",5,2,"25"
"17525",5,2,"25"
"14348",5,2,"25"
"16769",5,2,"25"
"17081",2,2,"22"
"17486",5,2,"25"
"13917",3,2,"23"
"15957",2,2,"22"
"14967",3,2,"23"
"15269",2,2,"22"
"12564",5,2,"25"
"15690",1,2,"21"
"16866",4,2,"24"
"18146",4,2,"24"
"17935",4,2,"24"
"16968",1,2,"21"
"14452",1,2,"21"
"16479",1,2,"21"
"15802",4,2,"24"
"16204",2,2,"22"
"12833",4,2,"24"
"14836",1,2,"21"
"16427",5,2,"25"
"17040",4,2,"24"
"12504",2,2,"22"
"14470",1,2,"21"
"17693",4,2,"24"
"16402",5,2,"25"
"13598",3,2,"23"
"17468",1,2,"21"
"15553",3,2,"23"
"16065",5,2,"25"
"17852",1,2,"21"
"16982",3,2,"23"
"17237",1,2,"21"
"14483",4,2,"24"
"13083",1,2,"21"
"15639",4,2,"24"
"18030",1,2,"21"
"13272",2,2,"22"
"15863",2,2,"22"
"18193",4,2,"24"
"16776",3,2,"23"
"13666",3,2,"23"
"16147",4,2,"24"
"13358",5,2,"25"
"13754",4,2,"24"
"13745",4,2,"24"
"18240",3,2,"23"
"13121",5,2,"25"
"16091",4,2,"24"
"16581",4,2,"24"
"16852",1,2,"21"
"13106",4,2,"24"
"16207",2,2,"22"
"17878",3,2,"23"
"15889",4,2,"24"
"13833",4,2,"24"
"15279",5,2,"25"
"12922",4,2,"24"
"17267",4,2,"24"
"17691",5,2,"25"
"17379",2,2,"22"
"15308",5,2,"25"
"16498",4,2,"24"
"14079",4,2,"24"
"14053",4,2,"24"
"14331",4,2,"24"
"17900",4,2,"24"
"17430",3,2,"23"
"12929",4,2,"24"
"12824",3,2,"23"
"15976",4,2,"24"
"14656",4,2,"24"
"17531",4,2,"24"
"14139",3,2,"23"
"15025",3,2,"23"
"13359",3,2,"23"
"14998",4,2,"24"
"16956",1,2,"21"
"15689",4,2,"24"
"17186",3,2,"23"
"16739",4,2,"24"
"15221",5,2,"25"
"13343",4,2,"24"
"15054",2,2,"22"
"16292",4,2,"24"
"14093",2,2,"22"
"16272",4,2,"24"
"16805",4,2,"24"
"14508",2,2,"22"
"14162",4,2,"24"
"17446",4,2,"24"
"16861",3,2,"23"
"15592",3,2,"23"
"16795",5,2,"25"
"15585",4,2,"24"
"17418",3,2,"23"
"12729",4,2,"24"
"14350",5,2,"25"
"17194",5,2,"25"
"15472",4,2,"24"
"14037",4,2,"24"
"15912",4,2,"24"
"18277",3,2,"23"
"14385",1,2,"21"
"13133",5,2,"25"
"16952",4,2,"24"
"16781",5,2,"25"
"14761",3,2,"23"
"18018",4,2,"24"
"15609",5,2,"25"
"17256",4,2,"24"
"17138",5,2,"25"
"17024",3,2,"23"
"16917",5,2,"25"
"13462",5,2,"25"
"17166",3,2,"23"
"18269",5,2,"25"
"15526",3,2,"23"
"16832",5,2,"25"
"17707",5,2,"25"
"17854",5,2,"25"
"17026",5,2,"25"
"15852",5,2,"25"
"18067",3,2,"23"
"13003",4,2,"24"
"15386",5,2,"25"
"17614",3,2,"23"
"14295",3,2,"23"
"13651",3,2,"23"
"16611",5,2,"25"
"16883",5,2,"25"
"14512",5,2,"25"
"17708",5,2,"25"
"13466",4,2,"24"
"17747",4,2,"24"
"16780",4,2,"24"
"14682",5,2,"25"
"17578",5,2,"25"
"13470",4,2,"24"
"16555",3,2,"23"
"16529",5,2,"25"
"17820",5,2,"25"
"16808",4,2,"24"
"16424",5,2,"25"
"17880",5,2,"25"
"17181",3,2,"23"
"16810",5,2,"25"
"13398",5,2,"25"
"15850",2,2,"22"
"15869",5,2,"25"
"15836",3,2,"23"
"13565",2,2,"22"
"17229",4,2,"24"
"16598",5,2,"25"
"16275",5,2,"25"
"18005",1,2,"21"
"14985",5,2,"25"
"17339",4,2,"24"
"15729",5,2,"25"
"17508",5,2,"25"
"13223",5,2,"25"
"12565",5,2,"25"
"16828",4,2,"24"
"15724",5,2,"25"
"12873",5,2,"25"
"15158",3,2,"23"
"17771",3,2,"23"
"16792",5,2,"25"
"12592",4,2,"24"
"14520",1,2,"21"
"16313",1,2,"21"
"17255",3,2,"23"
"12391",2,2,"22"
"13889",4,2,"24"
"18222",4,2,"24"
"12448",3,2,"23"
"15368",2,2,"22"
"12690",5,2,"25"
"13372",4,2,"24"
"16674",3,2,"23"
"15994",3,2,"23"
"15545",3,2,"23"
"13760",3,2,"23"
"13091",2,2,"22"
"14489",5,2,"25"
"12515",5,2,"25"
"14780",3,2,"23"
"13837",5,2,"25"
"13235",5,2,"25"
"13684",5,2,"25"
"17205",3,2,"23"
"17636",1,2,"21"
"15725",2,2,"22"
"15732",5,2,"25"
"12355",5,2,"25"
"15092",5,2,"25"
"14660",4,2,"24"
"17604",5,2,"25"
"17898",4,2,"24"
"17786",4,2,"24"
"12945",5,2,"25"
"14124",4,2,"24"
"15099",4,2,"24"
"13404",1,2,"21"
"12552",3,2,"23"
"15523",4,2,"24"
"16546",5,2,"25"
"15880",5,2,"25"
"16319",5,2,"25"
"12852",5,2,"25"
"14760",5,2,"25"
"15360",3,2,"23"
"16824",2,2,"22"
"16080",4,2,"24"
"16596",2,2,"22"
"13207",2,2,"22"
"16897",5,2,"25"
"16446",1,2,"21"
"16557",2,2,"22"
"14073",2,2,"22"
"17548",5,2,"25"
"12604",4,2,"24"
"15524",2,2,"22"
"14813",5,2,"25"
"15888",4,2,"24"
"16084",5,2,"25"
"13529",4,2,"24"
"18181",2,2,"22"
"14497",5,2,"25"
"13711",5,2,"25"
"16236",4,2,"24"
"18220",5,2,"25"
"12785",1,2,"21"
"15165",5,2,"25"
"12713",1,2,"21"
"15877",1,2,"21"
"17668",1,2,"21"
"16322",1,2,"21"
"13954",1,2,"21"
"17830",1,2,"21"
"17503",1,2,"21"
"15471",1,2,"21"
"17266",1,2,"21"
"16368",1,2,"21"
"17835",1,2,"21"
"15883",1,2,"21"
"12375",1,2,"21"
"17232",1,2,"21"
"13255",1,2,"21"
"15822",1,2,"21"
"17250",1,2,"21"
"12478",1,2,"21"
"17290",1,2,"21"
"17666",1,2,"21"
"18154",1,2,"21"
"12925",1,2,"21"
"13311",1,2,"21"
"13173",1,2,"21"
"13079",1,2,"21"
"16851",1,2,"21"
"16811",1,2,"21"
"17817",1,2,"21"
"15274",1,2,"21"
"16561",1,2,"21"
"13596",1,2,"21"
"15773",1,2,"21"
"12827",1,2,"21"
"13153",1,2,"21"
"16535",1,2,"21"
"15539",1,2,"21"
"17495",1,2,"21"
"14023",1,2,"21"
"17157",1,2,"21"
"14594",1,2,"21"
"13780",1,2,"21"
"17221",1,2,"21"
"13352",1,2,"21"
"14950",1,2,"21"
"14287",1,2,"21"
"17321",1,2,"21"
"17566",1,2,"21"
"14853",1,2,"21"
"15101",1,2,"21"
"16119",1,2,"21"
"18158",1,2,"21"
"12784",1,2,"21"
"12787",1,2,"21"
"14448",1,2,"21"
"17466",1,2,"21"
"13068",1,2,"21"
"14205",1,2,"21"
"14550",1,2,"21"
"17711",1,2,"21"
"13657",1,2,"21"
"16364",1,2,"21"
"16900",1,2,"21"
"16347",1,2,"21"
"15714",1,2,"21"
"16800",1,2,"21"
"17806",2,2,"22"
"14597",2,2,"22"
"17031",2,2,"22"
"15721",2,2,"22"
"18112",2,2,"22"
"17595",2,2,"22"
"18001",2,2,"22"
"18156",2,2,"22"
"17624",2,2,"22"
"13579",2,2,"22"
"15186",2,2,"22"
"15872",2,2,"22"
"13589",2,2,"22"
"17329",2,2,"22"
"16616",2,2,"22"
"14539",2,2,"22"
"14756",2,2,"22"
"14987",2,2,"22"
"15901",2,2,"22"
"12452",2,2,"22"
"13502",2,2,"22"
"14675",2,2,"22"
"13899",2,2,"22"
"14335",2,2,"22"
"16343",2,2,"22"
"15949",2,2,"22"
"16185",2,2,"22"
"16352",2,2,"22"
"17371",2,2,"22"
"13569",2,2,"22"
"17453",2,2,"22"
"13673",2,2,"22"
"15645",2,2,"22"
"12658",2,2,"22"
"12904",2,2,"22"
"17432",2,2,"22"
"14157",2,2,"22"
"17384",2,2,"22"
"17425",2,2,"22"
"17555",2,2,"22"
"16399",2,2,"22"
"15963",2,2,"22"
"18127",2,2,"22"
"18040",2,2,"22"
"18276",2,2,"22"
"18034",2,2,"22"
"12603",2,2,"22"
"12498",2,2,"22"
"17985",2,2,"22"
"17080",2,2,"22"
"17397",2,2,"22"
"12847",2,2,"22"
"16070",2,2,"22"
"17330",2,2,"22"
"14416",2,2,"22"
"16999",2,2,"22"
"12991",2,2,"22"
"14851",2,2,"22"
"16916",2,2,"22"
"15967",2,2,"22"
"18246",2,2,"22"
"16855",2,2,"22"
"18123",2,2,"22"
"17357",2,2,"22"
"17564",2,2,"22"
"15720",2,2,"22"
"14725",2,2,"22"
"13058",2,2,"22"
"13066",2,2,"22"
"16478",2,2,"22"
"16504",2,2,"22"
"14862",2,2,"22"
"12374",2,2,"22"
"18082",2,2,"22"
"17235",2,2,"22"
"14882",2,2,"22"
"15599",2,2,"22"
"14382",2,2,"22"
"12508",2,2,"22"
"16930",2,2,"22"
"15429",2,2,"22"
"13557",2,2,"22"
"13732",2,2,"22"
"15557",2,2,"22"
"13727",2,2,"22"
"13817",2,2,"22"
"12981",2,2,"22"
"14765",2,2,"22"
"15184",2,2,"22"
"13606",2,2,"22"
"17197",2,2,"22"
"15830",2,2,"22"
"12844",2,2,"22"
"12544",2,2,"22"
"14240",2,2,"22"
"17964",2,2,"22"
"18216",2,2,"22"
"15043",2,2,"22"
"16732",2,2,"22"
"16505",2,2,"22"
"16284",2,2,"22"
"15103",2,2,"22"
"16602",2,2,"22"
"14050",2,2,"22"
"17637",2,2,"22"
"15066",2,2,"22"
"18164",3,2,"23"
"13587",3,2,"23"
"12990",3,2,"23"
"17623",3,2,"23"
"12832",3,2,"23"
"18036",3,2,"23"
"17761",3,2,"23"
"15522",3,2,"23"
"15330",3,2,"23"
"14517",3,2,"23"
"16243",3,2,"23"
"12838",3,2,"23"
"12638",3,2,"23"
"16372",3,2,"23"
"15345",3,2,"23"
"18022",3,2,"23"
"15598",3,2,"23"
"15252",3,2,"23"
"18205",3,2,"23"
"18081",3,2,"23"
"13721",3,2,"23"
"17078",3,2,"23"
"17999",3,2,"23"
"15576",3,2,"23"
"18104",3,2,"23"
"13904",3,2,"23"
"16825",3,2,"23"
"13292",3,2,"23"
"15847",3,2,"23"
"18270",3,2,"23"
"17733",3,2,"23"
"12571",3,2,"23"
"16018",3,2,"23"
"16127",3,2,"23"
"13607",3,2,"23"
"14179",3,2,"23"
"17447",3,2,"23"
"14158",3,2,"23"
"13278",3,2,"23"
"12895",3,2,"23"
"13416",3,2,"23"
"18261",3,2,"23"
"14474",3,2,"23"
"14716",3,2,"23"
"14690",3,2,"23"
"16345",3,2,"23"
"14379",3,2,"23"
"17712",3,2,"23"
"15821",3,2,"23"
"16708",3,2,"23"
"17917",3,2,"23"
"13601",3,2,"23"
"16056",3,2,"23"
"15068",3,2,"23"
"13176",3,2,"23"
"16491",3,2,"23"
"15142",3,2,"23"
"15000",3,2,"23"
"14731",3,2,"23"
"15677",3,2,"23"
"12403",3,2,"23"
"17603",3,2,"23"
"18252",3,2,"23"
"15664",3,2,"23"
"14427",3,2,"23"
"17764",3,2,"23"
"14923",3,2,"23"
"16260",3,2,"23"
"16593",3,2,"23"
"17934",3,2,"23"
"15006",3,2,"23"
"12611",3,2,"23"
"14015",3,2,"23"
"12863",3,2,"23"
"13919",3,2,"23"
"17244",3,2,"23"
"12794",3,2,"23"
"16563",3,2,"23"
"17520",3,2,"23"
"15012",3,2,"23"
"12475",3,2,"23"
"15091",3,2,"23"
"13878",3,2,"23"
"15440",3,2,"23"
"16239",3,2,"23"
"17892",3,2,"23"
"12631",3,2,"23"
"13930",3,2,"23"
"13827",3,2,"23"
"16121",3,2,"23"
"14555",3,2,"23"
"12446",3,2,"23"
"15272",3,2,"23"
"13464",3,2,"23"
"15840",3,2,"23"
"17913",3,2,"23"
"12667",3,2,"23"
"17489",3,2,"23"
"17190",3,2,"23"
"12772",3,2,"23"
"17025",3,2,"23"
"15211",3,2,"23"
"15193",3,2,"23"
"13473",3,2,"23"
"16685",3,2,"23"
"13260",3,2,"23"
"14067",3,2,"23"
"13169",3,2,"23"
"12420",3,2,"23"
"13276",3,2,"23"
"14029",3,2,"23"
"16354",3,2,"23"
"14538",3,2,"23"
"18194",3,2,"23"
"14317",3,2,"23"
"13023",3,2,"23"
"15300",3,2,"23"
"14333",3,2,"23"
"16909",3,2,"23"
"17483",3,2,"23"
"15757",3,2,"23"
"14396",3,2,"23"
"15762",3,2,"23"
"16374",3,2,"23"
"15255",3,2,"23"
"16441",3,2,"23"
"14193",3,2,"23"
"13635",3,2,"23"
"16667",3,2,"23"
"15579",3,2,"23"
"16693",3,2,"23"
"16613",3,2,"23"
"13354",3,2,"23"
"18192",3,2,"23"
"16589",3,2,"23"
"16650",4,2,"24"
"17572",4,2,"24"
"15030",4,2,"24"
"15036",4,2,"24"
"12566",4,2,"24"
"13321",4,2,"24"
"17513",4,2,"24"
"17480",4,3,"34"
"13979",4,3,"34"
"16629",4,3,"34"
"12579",4,3,"34"
"17805",4,3,"34"
"13390",4,3,"34"
"16603",4,3,"34"
"13639",4,3,"34"
"17674",4,3,"34"
"13434",4,3,"34"
"16480",4,3,"34"
"16689",4,3,"34"
"13336",4,3,"34"
"15075",4,3,"34"
"14014",4,3,"34"
"15978",4,3,"34"
"12425",4,3,"34"
"12390",4,3,"34"
"17415",4,3,"34"
"15433",4,3,"34"
"12550",4,3,"34"
"13356",4,3,"34"
"14236",4,3,"34"
"13375",4,3,"34"
"12527",4,3,"34"
"13325",4,3,"34"
"12497",4,3,"34"
"16211",4,3,"34"
"15675",4,3,"34"
"12513",4,3,"34"
"12871",4,3,"34"
"14915",4,3,"34"
"17333",4,3,"34"
"15417",4,3,"34"
"14894",4,3,"34"
"13518",4,3,"34"
"14420",4,3,"34"
"16048",4,3,"34"
"17640",4,3,"34"
"16036",4,3,"34"
"14753",4,3,"34"
"16141",4,3,"34"
"14500",4,3,"34"
"17919",4,3,"34"
"15636",4,3,"34"
"16384",4,3,"34"
"14212",4,3,"34"
"12965",4,3,"34"
"16723",4,3,"34"
"12535",4,3,"34"
"16031",4,3,"34"
"15885",4,3,"34"
"12461",4,3,"34"
"15462",4,3,"34"
"16820",4,3,"34"
"18196",4,3,"34"
"12816",4,3,"34"
"13548",4,3,"34"
"14965",4,3,"34"
"12436",4,3,"34"
"17298",4,3,"34"
"15074",4,3,"34"
"17189",4,3,"34"
"17134",4,3,"34"
"14055",4,3,"34"
"14687",4,3,"34"
"16536",4,3,"34"
"15800",4,3,"34"
"16340",4,3,"34"
"13140",4,3,"34"
"12593",4,3,"34"
"14265",4,3,"34"
"12363",4,3,"34"
"17029",4,3,"34"
"12418",4,3,"34"
"13242",4,3,"34"
"17742",4,3,"34"
"17045",4,3,"34"
"15480",4,3,"34"
"17252",4,3,"34"
"17958",4,3,"34"
"15342",4,3,"34"
"13799",4,3,"34"
"13116",4,3,"34"
"17642",4,3,"34"
"14024",4,3,"34"
"13355",4,3,"34"
"13217",4,3,"34"
"16788",4,3,"34"
"13248",4,3,"34"
"14778",4,3,"34"
"12917",4,3,"34"
"17053",4,3,"34"
"16324",4,3,"34"
"15120",4,3,"34"
"12644",4,3,"34"
"13075",4,3,"34"
"12534",4,3,"34"
"17615",4,3,"34"
"14885",4,3,"34"
"17695",4,3,"34"
"15149",4,3,"34"
"17926",4,3,"34"
"12453",4,3,"34"
"17649",4,3,"34"
"17931",4,3,"34"
"13420",4,3,"34"
"14002",4,3,"34"
"12743",4,3,"34"
"13730",4,3,"34"
"16948",4,3,"34"
"17265",4,3,"34"
"12763",4,3,"34"
"14400",4,3,"34"
"17866",4,3,"34"
"12521",4,3,"34"
"12875",4,3,"34"
"15713",4,3,"34"
"16112",4,3,"34"
"13821",4,3,"34"
"16054",4,3,"34"
"17440",4,3,"34"
"15004",4,3,"34"
"14891",4,3,"34"
"12915",4,3,"34"
"15795",4,3,"34"
"13675",4,3,"34"
"15577",4,3,"34"
"18024",4,3,"34"
"15920",4,3,"34"
"13955",4,3,"34"
"13338",4,3,"34"
"18037",4,3,"34"
"14264",4,3,"34"
"13583",4,3,"34"
"15334",4,3,"34"
"14645",4,3,"34"
"13085",4,3,"34"
"17046",4,3,"34"
"15349",4,3,"34"
"17765",4,3,"34"
"15483",4,3,"34"
"17391",4,3,"34"
"13656",4,3,"34"
"13300",4,3,"34"
"13453",4,3,"34"
"12493",4,3,"34"
"12809",4,3,"34"
"17704",4,3,"34"
"17630",4,3,"34"
"15507",4,3,"34"
"13936",4,3,"34"
"15076",4,3,"34"
"15825",4,3,"34"
"15389",4,3,"34"
"16484",4,3,"34"
"14491",4,3,"34"
"16276",4,3,"34"
"14222",4,3,"34"
"16644",4,3,"34"
"17795",5,3,"35"
"15069",5,3,"35"
"14823",5,3,"35"
"13533",5,3,"35"
"16614",5,3,"35"
"12802",5,3,"35"
"17409",5,3,"35"
"16763",5,3,"35"
"12891",5,3,"35"
"16230",5,3,"35"
"13885",5,3,"35"
"15918",5,3,"35"
"18190",5,3,"35"
"16567",5,3,"35"
"12426",5,3,"35"
"16034",5,3,"35"
"12999",5,3,"35"
"16356",5,3,"35"
"17550",5,3,"35"
"13479",5,3,"35"
"13339",5,3,"35"
"13243",5,3,"35"
"16226",5,3,"35"
"14896",5,3,"35"
"14620",5,3,"35"
"13531",5,3,"35"
"16116",5,3,"35"
"14320",5,3,"35"
"15333",5,3,"35"
"14873",5,3,"35"
"12976",5,3,"35"
"18133",5,3,"35"
"17970",5,3,"35"
"14149",5,3,"35"
"14288",5,3,"35"
"15381",5,3,"35"
"18078",5,3,"35"
"15759",5,3,"35"
"17374",5,3,"35"
"17443",5,3,"35"
"15223",5,3,"35"
"16163",5,3,"35"
"15891",5,3,"35"
"12354",5,3,"35"
"15655",5,3,"35"
"14672",5,3,"35"
"12769",5,3,"35"
"15246",5,3,"35"
"12582",5,3,"35"
"12639",5,3,"35"
"16957",5,3,"35"
"14619",5,3,"35"
"17142",5,3,"35"
"15935",5,3,"35"
"12982",5,3,"35"
"13221",5,3,"35"
"16552",5,3,"35"
"14616",5,3,"35"
"12447",5,3,"35"
"17035",5,3,"35"
"16643",5,3,"35"
"16010",5,3,"35"
"17438",5,3,"35"
"16378",5,3,"35"
"15442",5,3,"35"
"16142",5,3,"35"
"13043",5,3,"35"
"15832",5,3,"35"
"15424",5,3,"35"
"13649",5,3,"35"
"16256",5,3,"35"
"13357",5,3,"35"
"13452",5,3,"35"
"13341",5,3,"35"
"16022",5,3,"35"
"16250",5,3,"35"
"16135",5,3,"35"
"13934",5,3,"35"
"16716",5,3,"35"
"15695",5,3,"35"
"12514",5,3,"35"
"16377",5,3,"35"
"14114",5,3,"35"
"14603",5,3,"35"
"13345",5,3,"35"
"14048",5,3,"35"
"14779",5,3,"35"
"14670",5,3,"35"
"13497",5,3,"35"
"13166",5,3,"35"
"12866",5,3,"35"
"15456",5,3,"35"
"14036",5,3,"35"
"13753",5,3,"35"
"16072",5,3,"35"
"17499",5,3,"35"
"15303",5,3,"35"
"13044",5,3,"35"
"12707",5,3,"35"
"12365",5,3,"35"
"12988",5,3,"35"
"16494",5,3,"35"
"13893",5,3,"35"
"14431",5,3,"35"
"17829",5,3,"35"
"17334",5,3,"35"
"13672",5,3,"35"
"18250",5,3,"35"
"18159",5,3,"35"
"17358",5,3,"35"
"17291",5,3,"35"
"13800",5,3,"35"
"14411",5,3,"35"
"14496",5,3,"35"
"13506",5,3,"35"
"15448",5,3,"35"
"13615",5,3,"35"
"18095",5,3,"35"
"17239",5,3,"35"
"15415",5,3,"35"
"16222",5,3,"35"
"15222",5,3,"35"
"15213",5,3,"35"
"14130",5,3,"35"
"12829",5,3,"35"
"17890",5,3,"35"
"12872",5,3,"35"
"13385",5,3,"35"
"18085",5,3,"35"
"14270",5,3,"35"
"12793",5,3,"35"
"12386",5,3,"35"
"15464",5,3,"35"
"16270",5,3,"35"
"15224",5,3,"35"
"13874",5,3,"35"
"16812",5,3,"35"
"13370",5,3,"35"
"13270",5,3,"35"
"16858",5,3,"35"
"16718",5,3,"35"
"15922",5,3,"35"
"18074",5,3,"35"
"17545",3,3,"33"
"16216",5,3,"35"
"16330",2,3,"32"
"13258",1,3,"31"
"16997",5,3,"35"
"15919",2,3,"32"
"12468",4,3,"34"
"13280",4,3,"34"
"12993",2,3,"32"
"17459",3,3,"33"
"16495",1,3,"31"
"16754",5,3,"35"
"16882",3,3,"33"
"14147",3,3,"33"
"14127",4,3,"34"
"14664",2,3,"32"
"18160",3,3,"33"
"13731",5,3,"35"
"14788",1,3,"31"
"15147",5,3,"35"
"16038",1,3,"31"
"15182",4,3,"34"
"13705",1,3,"31"
"12970",1,3,"31"
"14421",3,3,"33"
"12612",3,3,"33"
"15339",3,3,"33"
"17777",2,3,"32"
"16109",5,3,"35"
"18064",4,3,"34"
"14651",3,3,"33"
"17398",4,3,"34"
"17387",2,3,"32"
"14108",2,3,"32"
"17462",3,3,"33"
"15568",1,3,"31"
"16751",2,3,"32"
"17631",1,3,"31"
"12465",1,3,"31"
"16309",4,3,"34"
"13035",3,3,"33"
"12414",5,3,"35"
"16367",3,3,"33"
"16311",2,3,"32"
"15164",3,3,"33"
"16816",4,3,"34"
"17361",3,3,"33"
"16008",2,3,"32"
"13489",4,3,"34"
"17146",4,3,"34"
"16885",2,3,"32"
"13046",2,3,"32"
"15809",3,3,"33"
"13379",2,3,"32"
"13092",3,3,"33"
"12888",5,3,"35"
"16927",4,3,"34"
"14284",2,3,"32"
"12694",3,3,"33"
"14918",4,3,"34"
"17259",4,3,"34"
"16212",2,3,"32"
"12942",4,3,"34"
"14164",3,3,"33"
"13546",2,3,"32"
"13388",4,3,"34"
"16431",5,3,"35"
"15239",1,3,"31"
"13525",2,3,"32"
"13914",1,3,"31"
"16297",5,3,"35"
"12908",3,3,"33"
"13496",1,3,"31"
"15053",1,3,"31"
"17912",5,3,"35"
"16943",5,3,"35"
"17064",3,3,"33"
"12770",5,3,"35"
"17658",1,3,"31"
"14592",3,3,"33"
"16268",4,3,"34"
"18217",2,3,"32"
"15990",3,3,"33"
"15206",1,3,"31"
"16902",4,3,"34"
"14628",4,3,"34"
"14000",5,3,"35"
"13000",4,3,"34"
"14681",4,3,"34"
"16136",3,3,"33"
"14499",2,3,"32"
"12811",5,3,"35"
"16233",4,3,"34"
"16037",5,3,"35"
"15452",2,3,"32"
"12764",5,3,"35"
"18265",4,3,"34"
"13028",2,3,"32"
"13572",5,3,"35"
"17553",4,3,"34"
"16668",2,3,"32"
"14855",4,3,"34"
"17573",2,3,"32"
"17537",2,3,"32"
"13873",4,3,"34"
"15781",2,3,"32"
"14150",3,3,"33"
"13888",4,3,"34"
"17461",2,3,"32"
"17370",4,3,"34"
"16321",4,3,"34"
"12378",4,3,"34"
"13707",5,3,"35"
"12624",4,3,"34"
"17360",2,3,"32"
"16734",3,3,"33"
"15582",2,3,"32"
"15060",1,3,"31"
"17353",4,3,"34"
"16706",3,3,"33"
"13328",5,3,"35"
"13016",4,3,"34"
"13427",2,3,"32"
"12479",1,3,"31"
"14009",5,3,"35"
"16804",2,3,"32"
"13617",3,3,"33"
"16838",5,3,"35"
"12559",5,3,"35"
"17295",2,3,"32"
"16208",3,3,"33"
"14818",4,3,"34"
"15492",2,3,"32"
"17004",3,3,"33"
"17869",4,3,"34"
"12384",2,3,"32"
"14173",1,3,"31"
"16460",2,3,"32"
"16898",2,3,"32"
"14548",4,3,"34"
"17472",5,3,"35"
"14377",5,3,"35"
"16449",5,3,"35"
"12845",5,3,"35"
"17044",1,3,"31"
"12987",4,3,"34"
"17375",5,3,"35"
"13040",1,3,"31"
"13294",5,3,"35"
"13405",4,3,"34"
"16383",4,3,"34"
"16560",2,3,"32"
"14020",2,3,"32"
"14958",4,3,"34"
"15406",2,3,"32"
"15626",4,3,"34"
"14463",4,3,"34"
"14451",3,3,"33"
"17414",3,3,"33"
"17354",3,3,"33"
"13171",1,3,"31"
"17540",1,3,"31"
"12398",3,3,"33"
"13233",4,3,"34"
"12589",2,3,"32"
"16969",3,3,"33"
"16418",3,3,"33"
"13368",5,3,"35"
"16342",4,3,"34"
"14152",4,3,"34"
"16385",3,3,"33"
"14529",3,3,"33"
"17312",4,3,"34"
"14128",3,3,"33"
"17119",1,3,"31"
"14912",2,3,"32"
"13759",3,3,"33"
"15799",4,3,"34"
"14815",3,3,"33"
"16380",3,3,"33"
"15366",4,3,"34"
"13037",4,3,"34"
"18149",3,3,"33"
"16221",3,3,"33"
"13900",5,3,"35"
"15780",5,3,"35"
"18155",4,3,"34"
"16357",3,3,"33"
"16500",1,3,"31"
"15649",5,3,"35"
"16518",3,3,"33"
"14450",5,3,"35"
"13249",4,3,"34"
"14880",4,3,"34"
"13493",5,3,"35"
"14935",5,3,"35"
"15399",1,3,"31"
"17664",2,3,"32"
"13417",1,3,"31"
"12349",2,3,"32"
"12735",5,3,"35"
"17749",4,3,"34"
"15353",5,3,"35"
"16872",4,3,"34"
"16020",2,3,"32"
"15829",4,3,"34"
"17179",4,3,"34"
"12357",3,3,"33"
"16139",2,3,"32"
"14301",4,3,"34"
"12878",2,3,"32"
"18059",1,3,"31"
"17734",3,3,"33"
"18035",3,3,"33"
"17736",1,3,"31"
"16642",1,3,"31"
"13951",4,3,"34"
"15444",1,3,"31"
"13637",3,3,"33"
"14412",3,3,"33"
"12944",3,3,"33"
"15468",3,3,"33"
"12930",4,3,"34"
"17420",3,3,"33"
"15535",4,3,"34"
"13005",4,3,"34"
"18228",3,3,"33"
"17616",4,3,"34"
"17311",4,3,"34"
"16998",4,3,"34"
"18121",4,3,"34"
"18062",4,3,"34"
"17864",2,3,"32"
"16099",3,3,"33"
"13236",2,3,"32"
"14332",2,3,"32"
"13318",1,3,"31"
"13959",4,3,"34"
"16768",3,3,"33"
"15589",5,3,"35"
"15700",4,3,"34"
"14887",4,3,"34"
"18150",3,3,"33"
"12701",4,3,"34"
"12808",3,3,"33"
"13689",3,3,"33"
"13946",4,3,"34"
"17579",1,3,"31"
"15653",4,3,"34"
"13812",3,3,"33"
"15026",4,3,"34"
"15195",1,3,"31"
"16584",4,3,"34"
"14220",5,3,"35"
"12377",5,3,"35"
"13736",1,3,"31"
"13038",4,3,"34"
"16624",4,3,"34"
"14905",4,3,"34"
"15807",3,3,"33"
"13822",1,3,"31"
"16083",4,3,"34"
"13049",3,3,"33"
"14643",4,3,"34"
"13643",3,3,"33"
"15384",4,3,"34"
"12752",4,3,"34"
"18017",4,3,"34"
"12379",4,3,"34"
"12410",5,3,"35"
"18151",4,3,"34"
"16278",2,3,"32"
"12719",1,3,"31"
